流水號,序號,期別,補筆路,
8692,31499,200B,2,
8693,31517,200B,2,
8694,31483,200B,2,
8695,31428,200B,2,
8696,31409,200B,2,
8697,31453,200B,2,
8698,31457,200B,2,
8699,31500,200B,2,
8700,31478,200B,2,
8701,31468,200B,2,
8702,31389,200B,1,
8703,31476,200B,1,
8704,30224,200B,2,
8705,31484,200B,2,
8706,31455,200B,2,
8707,31133,200B,1,
8708,31496,200B,1,
8709,31432,200B,1,
8710,31486,200B,1,
8711,31552,201A,1,
8712,31476,201A,1,
8713,31165,201A,2,
8714,31591,201A,2,
8715,31610,201A,2,
8716,31527,201A,2,
8717,31580,201A,2,
8719,31483,201A,2,
8720,31517,201A,2,
8721,31457,201A,2,
8722,31475,201A,2,
8723,31597,201A,2,
8724,31528,201A,2,
8725,31570,201A,2,
8726,31551,201A,2,
8727,31608,201A,1,
8729,31506,201A,1,
8730,31468,201A,2,
8731,31293,201A,2,
8732,31548,201A,1,
8733,31556,201A,1,
8734,31590,201A,1,
8735,31541,201A,1,
8736,31575,201A,1,
8737,31554,201A,1,
8738,31596,201A,1,
8739,31525,201A,2,
8740,31590,201B,1,
8741,31731,201B,1,
8742,31684,201B,1,
8743,31506,201B,1,
8744,31473,201B,1,
8745,31690,201B,1,
8746,31609,201B,2,
8747,31617,201B,2,
8748,31481,201B,2,
8749,31603,201B,2,
8750,31607,201B,2,
8751,31626,201B,2,
8752,31658,201B,2,
8753,31703,201B,2,
8754,31648,201B,2,
8755,31671,201B,2,
8756,31678,201B,2,
8757,31596,201B,2,
8758,31722,201B,2,
8759,31634,201B,2,
8760,31680,201B,2,
8761,31701,201B,2,
8762,31618,201B,2,
8763,31414,201B,2,
8764,31643,201B,2,
8765,31597,201B,2,
8766,31509,201B,2,
8767,31697,201B,2,
8768,31564,201B,2,
8769,31554,201B,2,
8770,31552,201B,2,
8771,31683,201B,2,
8772,31583,201B,2,
8774,31673,201B,1,
8775,31544,201B,1,
8776,31585,201B,1,
8777,31705,201B,2,
8778,31466,201B,2,
8779,31695,201B,2,
8780,31721,201B,1,
8781,31660,201B,2,
8782,31625,201B,2,
8783,31574,202A,1,
8784,31496,202A,1,
8785,31738,202A,1,
8786,31782,202A,1,
8787,31818,202A,1,
8788,31766,202A,1,
8789,31731,202A,2,
8790,31658,202A,2,
8791,31481,202A,2,
8792,31783,202A,2,
8793,31827,202A,2,
8794,31752,202A,2,
8795,31596,202A,2,
8796,31806,202A,2,
8797,31680,202A,2,
8798,31849,202A,2,
8799,31810,202A,2,
8800,31684,202A,2,
8801,31643,202A,2,
8802,31811,202A,2,
8803,31805,202A,2,
8804,31809,202A,2,
8805,31754,202A,2,
8806,31773,202A,2,
8807,31655,202A,2,
8808,31795,202A,2,
8809,31701,202A,2,
8810,31661,202A,2,
8811,31750,202A,2,
8812,31777,202A,1,
8813,31761,202A,1,
8814,31755,202A,1,
8815,31537,202A,1,
8816,31631,202A,1,
8817,31654,202A,1,
8818,31760,202A,1,
8819,31771,202A,1,
8820,31713,202A,1,
8821,31711,202A,1,
8822,31660,202A,2,
8823,31562,202A,1,
8824,31472,202A,1,
8825,30224,202A,2,
8826,31555,202A,1,
8827,31692,202A,1,
8828,31815,202B,1,
8829,31816,202B,1,
8830,31871,202B,1,
8831,31833,202B,1,
8832,31836,202B,1,
8833,31897,202B,1,
8834,31782,202B,1,
8835,31437,202B,2,
8836,31876,202B,2,
8837,31566,202B,2,
8838,31866,202B,2,
8839,31834,202B,2,
8840,31843,202B,2,
8841,31802,202B,2,
8842,31777,202B,2,
8843,31830,202B,2,
8844,31658,202B,2,
8845,31865,202B,2,
8846,31537,202B,2,
8847,31588,202B,2,
8848,31891,202B,2,
8849,31778,202B,2,
8850,31719,202B,2,
8851,31731,202B,2,
8852,31854,202B,2,
8853,31903,202B,2,
8854,31912,202B,2,
8855,31911,202B,2,
8856,31481,202B,2,
8857,31900,202B,2,
8858,31574,202B,2,
8859,31851,202B,2,
8860,31791,202B,2,
8861,31803,202B,2,
8862,31848,202B,2,
8863,31920,202B,2,
8864,31929,202B,2,
8865,31910,202B,2,
8866,31466,202B,2,
8867,31713,202B,2,
8868,31907,202B,1,
8869,31608,202B,1,
8870,31293,202B,2,
8871,31845,202B,1,
8872,31801,202B,1,
8873,31868,202B,1,
8874,31500,202B,2,
8875,31709,202B,1,
8876,26950,203A,1,
8877,31863,203A,1,
8878,31944,203A,1,
8879,31772,203A,2,
8880,31866,203A,2,
8881,31843,203A,2,
8882,31876,203A,2,
8883,31962,203A,2,
8884,31816,203A,2,
8885,31871,203A,2,
8886,31836,203A,2,
8887,31899,203A,2,
8888,31782,203A,2,
8889,31959,203A,2,
8890,31834,203A,2,
8891,31865,203A,2,
8892,31574,203A,2,
8893,31963,203A,2,
8894,31966,203A,2,
8895,31939,203A,2,
8896,31861,203A,2,
8897,31719,203A,2,
8898,31927,203A,2,
8899,31951,203A,1,
8900,31896,203A,1,
8901,31964,203A,1,
8903,31955,203A,1,
8904,31918,203A,1,
8905,31682,203A,1,
8906,31926,203A,1,
8907,31590,203A,1,
8908,31863,203B,1,
8910,31990,203B,1,
8911,31816,203B,2,
8912,31971,203B,2,
8913,31995,203B,2,
8914,31956,203B,2,
8915,26950,203B,2,
8916,31994,203B,2,
8917,31959,203B,2,
8918,31926,203B,2,
8919,31978,203B,2,
8920,32012,203B,2,
8921,32018,203B,2,
8922,31946,203B,2,
8923,32011,203B,2,
8924,31992,203B,2,
8925,31998,203B,2,
8926,31997,203B,2,
8927,31719,203B,2,
8928,31944,203B,1,
8929,31423,203B,1,
8930,31983,203B,1,
8931,31955,203B,1,
8932,31945,203B,1,
8933,31935,203B,1,
8934,31726,203B,1,
8935,31989,203B,1,
8936,31972,203B,1,
8937,31589,203B,2,
8938,31514,203B,2,
8939,31863,204A,1,
8940,32033,204A,1,
8941,32020,204A,1,
8942,32027,204A,1,
8943,31887,204A,2,
8944,32028,204A,2,
8945,31994,204A,2,
8946,32036,204A,2,
8947,31956,204A,2,
8948,32025,204A,2,
8950,31897,204A,2,
8951,31871,204A,2,
8952,32039,204A,1,
8953,32038,204A,2,
8954,31620,204A,2,
8955,31982,204A,1,
8956,31975,204A,1,
8957,32001,204A,1,
8958,31896,204A,1,
8959,31916,204A,1,
8960,32023,204A,1,
8961,31658,204A,2,
